CAT_ID,ATTR_NAME,ATTR_VALUE,SEQ_NBR
17311,'BRAND','Tory Burch',9
17311,'BRAND','VINCE CAMUTO',10
17312,'BRAND','Burberry',1
17312,'BRAND','COACH',2
17312,'BRAND','DIANE von FURSTENBERG',3
17312,'BRAND','kate spade new york',4
17312,'BRAND','MARC BY MARC JACOBS',5
17312,'BRAND','MICHAEL Michael Kors',6
17312,'BRAND','Rebecca Minkoff',7
17312,'BRAND','Salvatore Ferragamo',8
17312,'BRAND','Tory Burch',9
17312,'BRAND','ZAC Zac Posen',10
17314,'BRAND','Burberry',1
17314,'BRAND','COACH',2
17314,'BRAND','DKNY',3
17314,'BRAND','kate spade new york',4
17314,'BRAND','Longchamp',5
17314,'BRAND','MARC BY MARC JACOBS',6
17314,'BRAND','MICHAEL Michael Kors',7
17314,'BRAND','Rebecca Minkoff',8
17314,'BRAND','Salvatore Ferragamo',9
17314,'BRAND','Tory Burch',10
17426,'BRAND','Burberry',1
17426,'BRAND','COACH',2
17426,'BRAND','kate spade new york',3
17426,'BRAND','Longchamp',4
17426,'BRAND','MARC BY MARC JACOBS',5
17426,'BRAND','MCM',6
17426,'BRAND','MICHAEL Michael Kors',7
17426,'BRAND','Rebecca Minkoff',8
17426,'BRAND','Salvatore Ferragamo',9
17426,'BRAND','Tory Burch',10
19993,'BRAND','COACH',1
19993,'BRAND','Cole Haan',2
19993,'BRAND','kate spade new york',3
19993,'BRAND','Lauren Ralph Lauren',4
19993,'BRAND','Longchamp',5
19993,'BRAND','MARC BY MARC JACOBS',6
19993,'BRAND','MICHAEL Michael Kors',7
19993,'BRAND','Salvatore Ferragamo',8
19993,'BRAND','Tory Burch',9
19993,'BRAND','ZAC Zac Posen',10
21485,'BRAND','Audiology',1
21485,'BRAND','COACH',2
21485,'BRAND','DIANE von FURSTENBERG',3
21485,'BRAND','Incase',4
21485,'BRAND','Jimmy Crystal',5
21485,'BRAND','kate spade new york',6
21485,'BRAND','MARC BY MARC JACOBS',7
21485,'BRAND','MICHAEL Michael Kors',8
21485,'BRAND','MILLY',9
21485,'BRAND','Tory Burch',10
22308,'BRAND','Burberry',1
22308,'BRAND','COACH',2
22308,'BRAND','kate spade new york',3
22308,'BRAND','Longchamp',4
22308,'BRAND','MARC BY MARC JACOBS',5
22308,'BRAND','Marc Jacobs',6
22308,'BRAND','MICHAEL Michael Kors',7
22308,'BRAND','Rebecca Minkoff',8
22308,'BRAND','Salvatore Ferragamo',9
22308,'BRAND','Tory Burch',10
22309,'BRAND','Burberry',1
22309,'BRAND','COACH',2
22309,'BRAND','kate spade new york',3
22309,'BRAND','Longchamp',4
22309,'BRAND','MARC BY MARC JACOBS',5
22309,'BRAND','DIANE von FURSTENBERG',6
22309,'BRAND','MICHAEL Michael Kors',7
22309,'BRAND','Lauren by Ralph Lauren',8
22309,'BRAND','Salvatore Ferragamo',9
22309,'BRAND','Tory Burch',10
22310,'BRAND','Burberry',1
22310,'BRAND','COACH',2
22310,'BRAND','kate spade new york',3
22310,'BRAND','Longchamp',4
22310,'BRAND','MARC BY MARC JACOBS',5
22310,'BRAND','Marc Jacobs',6
22310,'BRAND','MICHAEL Michael Kors',7
22310,'BRAND','Rebecca Minkoff',8
22310,'BRAND','Salvatore Ferragamo',9
22310,'BRAND','Tory Burch',10
22559,'BRAND','COACH',1
22559,'BRAND','Cole Haan',2
22559,'BRAND','Furla',3
22559,'BRAND','kate spade new york',4
22559,'BRAND','Lauren Ralph Lauren',5
22559,'BRAND','Longchamp',6
22559,'BRAND','MARC BY MARC JACOBS',7
22559,'BRAND','MICHAEL Michael Kors',8
22559,'BRAND','Rebecca Minkoff',9
22559,'BRAND','Tory Burch',10
23173,'BRAND','Burberry',1
23173,'BRAND','COACH',2
23173,'BRAND','kate spade new york',3
23173,'BRAND','Longchamp',4
23173,'BRAND','MARC BY MARC JACOBS',5
23173,'BRAND','MCM',6
23173,'BRAND','MICHAEL Michael Kors',7
23173,'BRAND','Rebecca Minkoff',8
23173,'BRAND','Salvatore Ferragamo',9
23173,'BRAND','Tory Burch',10
1000229,'BRAND','Burberry',1
1000229,'BRAND','COACH',2
1000229,'BRAND','kate spade new york',3
1000229,'BRAND','Longchamp',4
1000229,'BRAND','MARC BY MARC JACOBS',5
1000229,'BRAND','DIANE von FURSTENBERG',6
1000229,'BRAND','MICHAEL Michael Kors',7
1000229,'BRAND','Rebecca Minkoff',8
1000229,'BRAND','Salvatore Ferragamo',9
1000229,'BRAND','Tory Burch',10
1000341,'BRAND','Anya Hindmarch',1
1000341,'BRAND','B Brian Atwood',2
1000341,'BRAND','Burberry',3
1000341,'BRAND','Furla',4
1000341,'BRAND','Longchamp',5
1000341,'BRAND','Marc Jacobs',6
1000341,'BRAND','Max Mara',7
1000341,'BRAND','MCM',8
1000341,'BRAND','Michael Kors',9
1000341,'BRAND','Salvatore Ferragamo',10
1000369,'BRAND','kate spade new york',1
1000369,'BRAND','LeSportsac',2
1000369,'BRAND','Longchamp',3
1000369,'BRAND','MARC BY MARC JACOBS',4
1000369,'BRAND','MCM',5
1000369,'BRAND','Rebecca Minkoff',6
1000369,'BRAND','Skip Hop',7
1000369,'BRAND','Storksak',8
1000369,'BRAND','Tory Burch',9
1000415,'BRAND','Burberry',1
1000415,'BRAND','kate spade new york',2
1000415,'BRAND','Lauren Ralph Lauren',3
1000415,'BRAND','Lesportsac',4
1000415,'BRAND','Longchamp',5
1000415,'BRAND','MARC BY MARC JACOBS',6
1000415,'BRAND','MCM',7
1000415,'BRAND','MICHAEL Michael Kors',8
1000415,'BRAND','Tory Burch',9
1000415,'BRAND','Ted Baker',10
1000416,'BRAND','Audiology',1
1000416,'BRAND','COACH',2
1000416,'BRAND','DIANE von FURSTENBERG',3
1000416,'BRAND','Incase',4
1000416,'BRAND','Jimmy Crystal',5
1000416,'BRAND','kate spade new york',6
1000416,'BRAND','MARC BY MARC JACOBS',7
1000416,'BRAND','MICHAEL Michael Kors',8
1000416,'BRAND','MILLY',9
1000416,'BRAND','Tory Burch',10
1000417,'BRAND','Burberry',1
1000417,'BRAND','COACH',2
1000417,'BRAND','DIANE von FURSTENBERG',3
1000417,'BRAND','kate spade new york',4
1000417,'BRAND','Lauren Ralph Lauren',5
1000417,'BRAND','Longchamp',6
1000417,'BRAND','MARC BY MARC JACOBS',7
1000417,'BRAND','MICHAEL Michael Kors',8
1000417,'BRAND','Salvatore Ferragamo',9
1000417,'BRAND','Tory Burch',10
1000431,'BRAND','Burberry',1
1000431,'BRAND','COACH',2
1000431,'BRAND','DIANE von FURSTENBERG',3
1000431,'BRAND','kate spade new york',4
1000431,'BRAND','Lauren Ralph Lauren',5
1000431,'BRAND','Longchamp',6
1000431,'BRAND','MARC BY MARC JACOBS',7
1000431,'BRAND','MICHAEL Michael Kors',8
1000431,'BRAND','Rebecca Minkoff',9
1000431,'BRAND','Tory Burch',10
1001396,'BRAND','Burberry',1
1001396,'BRAND','COACH',2
1001396,'BRAND','kate spade new york',3
1001396,'BRAND','Longchamp',4
1001396,'BRAND','MARC BY MARC JACOBS',5
1001396,'BRAND','MCM',6
1001396,'BRAND','MICHAEL Michael Kors',7
1001396,'BRAND','Rebecca Minkoff',8
1001396,'BRAND','Salvatore Ferragamo',9
1001396,'BRAND','Tory Burch',10
11548,'BRAND','Burberry',1
11548,'BRAND','Ralph Lauren',2
11548,'BRAND','Moncler',3
11548,'BRAND','HUGO BOSS',4
11548,'BRAND','The North Face®',5
11548,'BRAND','The North Face®',6
11548,'BRAND','Canada Goose',7
11548,'BRAND','Marc New York',8
11548,'BRAND','Andrew Marc',9
11548,'BRAND','Theory',10
10172,'BRAND','7 For All Mankind',1
10172,'BRAND','True Religion',2
10172,'BRAND','Diesel',3
10172,'BRAND','AG Adriano Goldschmied',4
10172,'BRAND','Joe's Jeans',5
10172,'BRAND','J Brand',6
10172,'BRAND','Hudson',7
10172,'BRAND','Paige Denim',8
10172,'BRAND','Citizens of Humanity',9
10172,'BRAND','Black Label Denim',10
10189,'BRAND','Theory',1
10189,'BRAND','HUGO BOSS',2
10189,'BRAND','Ralph Lauren',3
10189,'BRAND','Burberry',4
10189,'BRAND','John Varvatos',5
10189,'BRAND','Michael Kors',6
10189,'BRAND','MARC BY MARC JACOBS',7
10189,'BRAND','Vineyard Vines',8
10189,'BRAND','The Men's Store at Bloomingdale's',9
10189,'BRAND','Vince',10
1000663,'BRAND','Burberry',1
1000663,'BRAND','Ralph Lauren',2
1000663,'BRAND','Lacoste',3
1000663,'BRAND','HUGO BOSS',4
1000663,'BRAND','Michael Kors',5
1000663,'BRAND','Fred Perry',6
1000663,'BRAND','Theory',7
1000663,'BRAND','The Men's Store at Bloomingdale's',8
1000663,'BRAND','John Varvatos',9
1000663,'BRAND','Vineyard Vines',10
1000071,'BRAND','Vineyard Vines',1
1000071,'BRAND','HUGO BOSS',2
1000071,'BRAND','Burberry',3
1000071,'BRAND','John Varvatos',4
1000071,'BRAND','AG Adriano Goldschmied',5
1000071,'BRAND','Theory',6
1000071,'BRAND','Vince',7
1000071,'BRAND','7 For All Mankind',8
1000071,'BRAND','MARC BY MARC JACOBS',9
1000071,'BRAND','Michael Kors',10
1000072,'BRAND','Ralph Lauren',1
1000072,'BRAND','HUGO BOSS',2
1000072,'BRAND','Burberry',3
1000072,'BRAND','Vilebrequin',4
1000072,'BRAND','Paul Smith',5
1000072,'BRAND','Vineyard Vines',6
1000072,'BRAND','Original Penguin',7
1000072,'BRAND','Saturdays Surf NYC',8
1000072,'BRAND','Parke & Ronen',9
1000072,'BRAND','MARC BY MARC JACOBS',10
11576,'BRAND','Burberry',1
11576,'BRAND','Vilebrequin',2
11576,'BRAND','HUGO BOSS',3
11576,'BRAND','Vineyard Vines',4
11576,'BRAND','Original Penguin',5
11576,'BRAND','MARC BY MARC JACOBS',6
11576,'BRAND','Parke & Ronen',7
11576,'BRAND','Ralph Lauren',8
11576,'BRAND','Theory',9
11576,'BRAND','Vince',10
17648,'BRAND','Burberry',1
17648,'BRAND','Ralph Lauren',2
17648,'BRAND','HUGO BOSS',3
17648,'BRAND','Theory',4
17648,'BRAND','Michael Kors',5
17648,'BRAND','John Varvatos',6
17648,'BRAND','Vineyard Vines',7
17648,'BRAND','Robert Graham',8
17648,'BRAND','Vince',9
17648,'BRAND','GANT',10
1000074,'BRAND','Theory',1
1000074,'BRAND','HUGO BOSS',2
1000074,'BRAND','Armani Collezioni',3
1000074,'BRAND','Ralph Lauren',4
1000074,'BRAND','John Varvatos',5
1000074,'BRAND','Burberry',6
1000074,'BRAND','MARC BY MARC JACOBS',7
1000074,'BRAND','Ted Baker',8
1000074,'BRAND','Vince',9
1000074,'BRAND','Canali',10
11536,'BRAND','Burberry',1
11536,'BRAND','HUGO BOSS',2
11536,'BRAND','Ralph Lauren',3
11536,'BRAND','ALTERNATIVE',4
11536,'BRAND','Lacoste',5
11536,'BRAND','Vince',6
11536,'BRAND','Theory',7
11536,'BRAND','Threads for Thought',8
11536,'BRAND','Junk Food',9
11536,'BRAND','Varvatos',10
11536,'BRAND','Splendid',11
10258,'BRAND','Ralph Lauren',1
10258,'BRAND','Burberry',2
10258,'BRAND','HUGO BOSS',3
10258,'BRAND','The Men's Store at Bloomingdale's',4
10258,'BRAND','John Varvatos',5
10258,'BRAND','Vince',6
10258,'BRAND','MARC BY MARC JACOBS',7
10258,'BRAND','Theory',8
10258,'BRAND','Michael Kors',9
10258,'BRAND','Paul Smith',10
17647,'BRAND','Eton',1
17647,'BRAND','The Men's Store at Bloomingdale's',2
17647,'BRAND','Burberry',3
17647,'BRAND','Armani Collezioni',4
17647,'BRAND','HUGO BOSS',5
17647,'BRAND','Ike Behar',6
17647,'BRAND','Thomas Pink',7
17647,'BRAND','Canali',8
17647,'BRAND','Brooks Brothers',9
17647,'BRAND','John Varvatos',10
10236,'BRAND','Burberry',1
10236,'BRAND','Salvatore Ferragamo',2
10236,'BRAND','HUGO BOSS',3
10236,'BRAND','Armani Collezioni',4
10236,'BRAND','Canali',5
10236,'BRAND','Theory',6
10236,'BRAND','Thomas Pink',7
10236,'BRAND','John Varvatos',8
10236,'BRAND','Valentino',9
10236,'BRAND','Yves Saint Laurent',10
10237,'BRAND','Calvin Klein',1
10237,'BRAND','HUGO BOSS',2
10237,'BRAND','Ralph Lauren',3
10237,'BRAND','2(x)ist',4
10237,'BRAND','Emporio Armani',5
10237,'BRAND','Diesel',6
10237,'BRAND','The Men's Store at Bloomingdale's',7
10237,'BRAND','Paul Smith',8
10237,'BRAND','Happy Socks',9
10237,'BRAND','Spanx',10
1000070,'BRAND','Salvatore Ferragamo',1
1000070,'BRAND','Burberry',2
1000070,'BRAND','HUGO BOSS',3
1000070,'BRAND','Bally',4
1000070,'BRAND','Longchamp',5
1000070,'BRAND','Jack Spade',6
1000070,'BRAND','MCM',7
1000070,'BRAND','Frye',8
1000070,'BRAND','Tumi',9
1000070,'BRAND','Montblanc',10
1000059,'BRAND','Salvatore Ferragamo',1
1000059,'BRAND','Burberry',2
1000059,'BRAND','HUGO BOSS',3
1000059,'BRAND','Longchamp',4
1000059,'BRAND','MCM',5
1000059,'BRAND','Jack Spade',6
1000059,'BRAND','MARC BY MARC JACOBS',7
1000059,'BRAND','Frye',8
1000059,'BRAND','Tumi',9
1000059,'BRAND','John Varvatos',10
1000060,'BRAND','Salvatore Ferragamo',1
1000060,'BRAND','Burberry',2
1000060,'BRAND','HUGO BOSS',3
1000060,'BRAND','Bally',4
1000060,'BRAND','John Varvatos',5
1000060,'BRAND','The Men's Store at Bloomingdale's',6
1000060,'BRAND','Ralph Lauren',7
1000060,'BRAND','MCM',8
1000061,'BRAND','Jan Leslie',1
1000061,'BRAND','Salvatore Ferragamo',2
1000061,'BRAND','Burberry',3
1000061,'BRAND','Tateossian',4
1000061,'BRAND','Paul Smith',5
1000061,'BRAND','John Hardy',6
1000061,'BRAND','Robin Rotinier',7
1000061,'BRAND','Montblanc',8
1000061,'BRAND','Scott Kay',9
1000061,'BRAND','The Men's Store at Bloomingdale's',10
1000833,'BRAND','HUGO BOSS',1
1000833,'BRAND','Burberry',2
1000833,'BRAND','Jack Spade',3
1000833,'BRAND','Homedics',4
1000833,'BRAND','MARC BY MARC JACOBS',5
1000833,'BRAND','The Sharper Image',6
1000833,'BRAND','Polaroid',7
1000833,'BRAND','Canon',8
1000833,'BRAND','Tumi',9
1000065,'BRAND','Salvatore Ferragamo',1
1000065,'BRAND','Burberry',2
1000065,'BRAND','HUGO BOSS',3
1000065,'BRAND','Montblanc',4
1000065,'BRAND','Paul Smith',5
1000065,'BRAND','Jack Spade',6
1000065,'BRAND','Bally',7
1000065,'BRAND','MCM',8
1000065,'BRAND','Tumi',9
1000065,'BRAND','Longchamp',10
1000055,'BRAND','Salvatore Ferragamo',1
1000055,'BRAND','HUGO BOSS',2
1000055,'BRAND','Cole Haan',3
1000055,'BRAND','To Boot New York',4
1000055,'BRAND','John Varvatos',5
1000055,'BRAND','Diesel',6
1000055,'BRAND','Gucci',7
1000055,'BRAND','Nike',8
1000055,'BRAND','Church's',9
1000055,'BRAND','MCM',10
1000046,'BRAND','Salvatore Ferragamo',1
1000046,'BRAND','HUGO BOSS',2
1000046,'BRAND','Cole Haan',3
1000046,'BRAND','To Boot New York',4
1000046,'BRAND','John Varvatos',5
1000046,'BRAND','Clarks',6
1000046,'BRAND','Gordon Rush',7
1000046,'BRAND','Frye',8
1000046,'BRAND','Gucci',9
1000046,'BRAND','UGG® Australia',10
1001183,'BRAND','Salvatore Ferragamo',1
1001183,'BRAND','HUGO BOSS',2
1001183,'BRAND','Cole Haan',3
1001183,'BRAND','John Varvatos',4
1001183,'BRAND','To Boot New York',5
1001183,'BRAND','Bruno Magli',6
1001183,'BRAND','Church's',7
1001183,'BRAND','Paul Smith',8
1001183,'BRAND','Gucci',9
1001183,'BRAND','Gordon Rush',10
1000050,'BRAND','Salvatore Ferragamo',1
1000050,'BRAND','HUGO BOSS',2
1000050,'BRAND','Cole Haan',3
1000050,'BRAND','John Varvatos',4
1000050,'BRAND','To Boot New York',5
1000050,'BRAND','Bruno Magli',6
1000050,'BRAND','Charles Philip',7
1000050,'BRAND','Bally',8
1000050,'BRAND','Gordon Rush',9
1000050,'BRAND','Gucci',10
1001314,'BRAND','Cole Haan',1
1001314,'BRAND','Paul Smith',2
1001314,'BRAND','John Varvatos',3
1001314,'BRAND','Salvatore Ferragamo',4
1001314,'BRAND','Church's',5
1001314,'BRAND','Gordon Rush',6
1001314,'BRAND','HUGO BOSS',7
1001314,'BRAND','To Boot New York',8
1001314,'BRAND','Gucci',9
1001314,'BRAND','Bruno Magli',10
1000054,'BRAND','PUMA',1
1000054,'BRAND','Nike',2
1000054,'BRAND','Converse',3
1000054,'BRAND','Salvatore Ferragamo',4
1000054,'BRAND','Bally',5
1000054,'BRAND','Gucci',6
1000054,'BRAND','HUGO BOSS',7
1000054,'BRAND','Vans',8
1000054,'BRAND','Diesel',9
1000054,'BRAND','Adidas Y-3',10
1000051,'BRAND','Salvatore Ferragamo',1
1000051,'BRAND','HUGO BOSS',2
1000051,'BRAND','Nike',3
1000051,'BRAND','John Varvatos',4
1000051,'BRAND','UGG® Australia',5
1000051,'BRAND','havaianas',6
1000051,'BRAND','Gucci',7
1000051,'BRAND','To Boot New York',8
1000051,'BRAND','Paul Smith',9
1000051,'BRAND','Bally',10
1000177,'BRAND','Burberry',1
1000177,'BRAND','Salvatore Ferragamo',2
1000177,'BRAND','HUGO BOSS',3
1000177,'BRAND','Theory',4
1000177,'BRAND','The Men's Store at Bloomingdale's',5
1000177,'BRAND','Brooks Brothers',6
1000177,'BRAND','Eton',7
1000177,'BRAND','John Varvatos',8
1000177,'BRAND','Armani Collezioni',9
1000177,'BRAND','Canali',10
1002077,'BRAND','Burberry',1
1002077,'BRAND','Theory',2
1002077,'BRAND','MARC BY MARC JACOBS',3
1002077,'BRAND','John Varvatos',4
1002077,'BRAND','Vince',5
1002077,'BRAND','HUGO BOSS',6
1002077,'BRAND','Ralph Lauren',7
1002077,'BRAND','Eton',8
1002077,'BRAND','Thomas Pink',9
1002077,'BRAND','Sandro',10
14873,'BRAND','amika',1
14873,'BRAND','Benefit',2
14873,'BRAND','Bobbi Brown',3
14873,'BRAND','Clarisonic',4
14873,'BRAND','Laura Mercier',5
14873,'BRAND','M·A·C',6
14873,'BRAND','NARS',7
14873,'BRAND','T3',8
14873,'BRAND','Tria',9
14873,'BRAND','Trish McEvoy',10
20409,'BRAND','Aramis',1
20409,'BRAND','Clarins',2
20409,'BRAND','Clinique',3
20409,'BRAND','Jack Black',4
20409,'BRAND','Kiehl's Since 1851',5
20409,'BRAND','Lab Series Skincare for Men',6
20409,'BRAND','MALIN+GOETZ',7
20409,'BRAND','Shiseido',8
20409,'BRAND','Task Essential',9
20409,'BRAND','The Art of Shaving',10
1000067,'BRAND','Aramis',1
1000067,'BRAND','Clarins',2
1000067,'BRAND','Clinique',3
1000067,'BRAND','Jack Black',4
1000067,'BRAND','Kiehl's Since 1851',5
1000067,'BRAND','Lab Series Skincare for Men',6
1000067,'BRAND','MALIN+GOETZ',7
1000067,'BRAND','Shiseido',8
1000067,'BRAND','Task Essential',9
1000067,'BRAND','The Art of Shaving',10
14861,'BRAND','Borghese',1
14861,'BRAND','Bumble and bumble',2
14861,'BRAND','DevaCurl',3
14861,'BRAND','Frederic Fekkai',4
14861,'BRAND','Kiehl's Since 1851',5
14861,'BRAND','MALIN+GOETZ',6
14861,'BRAND','Michael Van Clark',7
14861,'BRAND','Oscar Blandi',8
14861,'BRAND','Philip B',9
14861,'BRAND','T3',10
14716,'BRAND','Armani',1
14716,'BRAND','Cartier',2
14716,'BRAND','Chloé',3
14716,'BRAND','Gucci' ,4
14716,'BRAND','Marc Jacobs',5
14716,'BRAND','Dior',6
14716,'BRAND','Dolce&Gabbana',7
14716,'BRAND','Tom Ford',8
14716,'BRAND','Tory Burch',9
14716,'BRAND','Viktor & Rolf',10
1001521,'BRAND','AQUA',1
1001521,'BRAND','BOSS Hugo Boss',2
1001521,'BRAND','Burberry',3
1001521,'BRAND','DIANE von FURSTENBERG',4
1001521,'BRAND','Free People',5
1001521,'BRAND','Helmut Lang',6
1001521,'BRAND','Ralph Lauren',7
1001521,'BRAND','REISS',8
1001521,'BRAND','Theory',9
1001521,'BRAND','Vince',10
1001520,'BRAND','Barbour',1
1001520,'BRAND','Burberry',2
1001520,'BRAND','Calvin Klein',3
1001520,'BRAND','Canada Goose',4
1001520,'BRAND','DKNY',5
1001520,'BRAND','Mackage',6
1001520,'BRAND','Marc New York',7
1001520,'BRAND','Maximilian',8
1001520,'BRAND','Moncler',9
1001520,'BRAND','The North Face®',10
5545,'BRAND','7 For All Mankind',1
5545,'BRAND','AG Adriano Goldschmied',2
5545,'BRAND','Citizens of Humanity',3
5545,'BRAND','DL1961',4
5545,'BRAND','Hudson',5
5545,'BRAND','J Brand',6
5545,'BRAND','NYDJ',7
5545,'BRAND','Paige Denim',8
5545,'BRAND','rag & bone/JEAN',9
5545,'BRAND','True Religion',10
21683,'BRAND','Alice + Olivia',1
21683,'BRAND','AQUA',2
21683,'BRAND','BCBGMAXAZRIA',3
21683,'BRAND','DIANE von FURSTENBERG',4
21683,'BRAND','Free People',5
21683,'BRAND','HALSTON HERITAGE',6
21683,'BRAND','Laundry by Shelli Segal',7
21683,'BRAND','Parker',8
21683,'BRAND','Ralph Lauren',9
21683,'BRAND','Tadashi Shoji',10
11817,'BRAND','ALTERNATIVE',1
11817,'BRAND','AQUA',2
11817,'BRAND','C&C California',3
11817,'BRAND','Calvin Klein',4
11817,'BRAND','Eileen Fisher',5
11817,'BRAND','Peace Love World',6
11817,'BRAND','Soft Joie',7
11817,'BRAND','SPANX® ACTIVE',8
11817,'BRAND','Splendid',9
11817,'BRAND','WILDFOX',10
17566,'BRAND','7 For All Mankind',1
17566,'BRAND','AG Adriano Goldschmied',2
17566,'BRAND','Eileen Fisher',3
17566,'BRAND','Helmut Lang',4
17566,'BRAND','J Brand',5
17566,'BRAND','rag & bone/JEAN',6
17566,'BRAND','Ralph Lauren',7
17566,'BRAND','Ted Baker',8
17566,'BRAND','Theory',9
17566,'BRAND','Vince',10
1000662,'BRAND','Alice + Olivia',1
1000662,'BRAND','AQUA',2
1000662,'BRAND','Clover Canyon',3
1000662,'BRAND','DIANE von FURSTENBERG',4
1000662,'BRAND','Free People',5
1000662,'BRAND','J Brand',6
1000662,'BRAND','Maje',7
1000662,'BRAND','MARC BY MARC JACOBS',8
1000662,'BRAND','Theory',9
1000662,'BRAND','Vince',10
10527,'BRAND','Armani Collezioni',1
10527,'BRAND','BOSS Hugo Boss',2
10527,'BRAND','Calvin Klein',3
10527,'BRAND','DIANE von FURSTENBERG',4
10527,'BRAND','Elie Tahari',5
10527,'BRAND','Jones New York Collection',6
10527,'BRAND','Ralph Lauren',7
10527,'BRAND','REISS',8
10527,'BRAND','Theory',9
10527,'BRAND','VINCE CAMUTO',10
12374,'BRAND','AQUA',1
12374,'BRAND','Burberry',2
12374,'BRAND','Eileen Fisher',3
12374,'BRAND','Free People',4
12374,'BRAND','Helmut Lang',5
12374,'BRAND','Joie',6
12374,'BRAND','MARC BY MARC JACOBS',7
12374,'BRAND','Ralph Lauren',8
12374,'BRAND','REISS',9
12374,'BRAND','Theory',10
12374,'BRAND','Vince',11
5609,'BRAND','Gottex',1
5609,'BRAND','L*Space',2
5609,'BRAND','Mara Hoffman',3
5609,'BRAND','Nanette Lepore',4
5609,'BRAND','Profile by Gottex',5
5609,'BRAND','Ralph Lauren',6
5609,'BRAND','Splendid',7
5609,'BRAND','Tory Burch',8
5609,'BRAND','Trina Turk',9
5609,'BRAND','ViX',10
5619,'BRAND','AQUA',1
5619,'BRAND','Burberry',2
5619,'BRAND','DIANE von FURSTENBERG',3
5619,'BRAND','Eileen Fisher',4
5619,'BRAND','Free People',5
5619,'BRAND','Joie',6
5619,'BRAND','Ralph Lauren',7
5619,'BRAND','Splendid',8
5619,'BRAND','Theory',9
5619,'BRAND','Vince',10
1001037,'BRAND','Burberry',1
1001037,'BRAND','Ralph Lauren',2
1001037,'BRAND','Theory',3
1001037,'BRAND','DIANE von FURSTENBERG',4
1001037,'BRAND','AQUA',5
1001037,'BRAND','Eileen Fisher',6
1001037,'BRAND','Vince',7
1001037,'BRAND','J Brand',8
1001037,'BRAND','Free People',9
1001037,'BRAND','Joie',10
1001037,'BRAND','FRENCH CONNECTION',11
1001037,'BRAND','Trina Turk',12
1001037,'BRAND','Alice + Olivia',13
1001037,'BRAND','AG Adriano Goldschmied',14
1001037,'BRAND','Splendid',15
1001037,'BRAND','Tory Burch',16
1001037,'BRAND','DKNY',17
1001039,'BRAND','Burberry',1
1001039,'BRAND','Ralph Lauren',2
1001039,'BRAND','Theory',3
1001039,'BRAND','DIANE von FURSTENBERG',4
1001039,'BRAND','AQUA',5
1001039,'BRAND','Eileen Fisher',6
1001039,'BRAND','Vince',7
1001039,'BRAND','J Brand',8
1001039,'BRAND','Free People',9
1001039,'BRAND','Joie',10
1001039,'BRAND','FRENCH CONNECTION',11
1001039,'BRAND','Trina Turk',12
1001039,'BRAND','Alice + Olivia',13
1001039,'BRAND','AG Adriano Goldschmied',14
1001039,'BRAND','Splendid',15
1001039,'BRAND','Tory Burch',16
1001039,'BRAND','DKNY',17
1001523,'BRAND','Alice + Olivia',1
1001523,'BRAND','AQUA',2
1001523,'BRAND','Burberry',3
1001523,'BRAND','DIANE von FURSTENBERG',4
1001523,'BRAND','Free People',5
1001523,'BRAND','Helmut Lang',6
1001523,'BRAND','Maje',7
1001523,'BRAND','REISS',8
1001523,'BRAND','Theory',9
1001523,'BRAND','Vince',10
1001522,'BRAND','Andrew Marc',1
1001522,'BRAND','Barbour',2
1001522,'BRAND','Burberry',3
1001522,'BRAND','Canada Goose',4
1001522,'BRAND','Mackage',5
1001522,'BRAND','Marc New York',6
1001522,'BRAND','Moncler',7
1001522,'BRAND','SAM.',8
1001522,'BRAND','The North Face®',9
1001522,'BRAND','Trina Turk',10
8573,'BRAND','7 For All Mankind',1
8573,'BRAND','AG Adriano Goldschmied',2
8573,'BRAND','Citizens of Humanity',3
8573,'BRAND','DL1961',4
8573,'BRAND','Hudson',5
8573,'BRAND','J Brand',6
8573,'BRAND','Joe's Jeans',7
8573,'BRAND','Paige Denim',8
8573,'BRAND','rag & bone/JEAN',9
8573,'BRAND','True Religion',10
8608,'BRAND','Alice + Olivia',1
8608,'BRAND','AQUA',2
8608,'BRAND','BCBGMAXAZRIA',3
8608,'BRAND','DIANE von FURSTENBERG',4
8608,'BRAND','Free People',5
8608,'BRAND','FRENCH CONNECTION',6
8608,'BRAND','Laundry by Shelli Segal',7
8608,'BRAND','Parker',8
8608,'BRAND','Theory',9
8608,'BRAND','Trina Turk',10
8613,'BRAND','ALTERNATIVE',1
8613,'BRAND','AQUA',2
8613,'BRAND','C&C California',3
8613,'BRAND','Moving Comfort',4
8613,'BRAND','Peace Love World',5
8613,'BRAND','Phat Buddha',6
8613,'BRAND','Soft Joie',7
8613,'BRAND','SPANX® ACTIVE',8
8613,'BRAND','Splendid',9
8613,'BRAND','WILDFOX',10
5451,'BRAND','7 For All Mankind',1
5451,'BRAND','AG Adriano Goldschmied',2
5451,'BRAND','AQUA',3
5451,'BRAND','Citizens of Humanity',4
5451,'BRAND','Helmut Lang',5
5451,'BRAND','J Brand',6
5451,'BRAND','Paige Denim',7
5451,'BRAND','rag & bone/JEAN',8
5451,'BRAND','Theory',9
5451,'BRAND','Vince',10
1000660,'BRAND','Alice + Olivia',1
1000660,'BRAND','AQUA',2
1000660,'BRAND','Clover Canyon',3
1000660,'BRAND','DIANE von FURSTENBERG',4
